"rec_id","role","reflink","reference"
401,"general","Harben and Kuzvart, 1996","Harben, P.W., and Kuzvart, M., 1996, Industrial minerals - a global geology: London, Industrial Minerals Information Ltd., p. 330-340."
401,"general","O'Driscoll, 1988","O'Driscoll, Mike, 1988, Rare earths--enter the dragon: Industrial Minerals, no. 254, p. 21-55."
401,"general","Overstreet, 1967","Overstreet, W.C., 1967 The geologic occurrence of monazite: U.S. Geological Survey Professional Paper 530, 327 p."
402,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
403,"resource","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
403,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
404,"general","Hedrick and Templeton, 1991","Hedrick, J.B., and Templeton, D.A., 1991, Rare-earth minerals and metals: U.S. Bureau of Mines Minerals Yearbook, 1989, p. 825-844."
404,"general","Hedrick and Templeton, 1990","Hedrick, J.B., and Templeton, D.A., 1990, Rare-earth minerals and metals: U.S. Bureau of Mines Minerals Yearbook, 1988, v. 1, 779-789."
405,"location","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
405,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
406,"general","Brown and Nossal, 1990","Brown, A.G., and Nossal, M., 1990, The Congolone heavy mineral sand deposit in Mozambique, in Griffiths, J.B., ed., 9th ﾓIndustrial Mineralsﾔ International Congress: London, Metal Bulletin plc, p. 222-227."
406,"general","Hedrick, 1997","Hedrick, J.B., 1997, Rare earths: U.S. Geological Survey Minerals Yearbook 1996."
406,"general","Griffiths, 1989","Griffiths, Joyce, 1989, Kenmare in MozambiqueﾗMoving forward with mineral sands: Industrial Minerals, no. 267, p. 60-63."
406,"general","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
406,"location","Premoli, 1994","Premoli, Camillo, 1994, Industrial minerals in Angola and Mozambiqueﾗa multi-country approach, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 135-144."
406,"resource","Premoli, 1994","Premoli, Camillo, 1994, Industrial minerals in Angola and Mozambiqueﾗa multi-country approach, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 135-144."
406,"general","Premoli, 1994","Premoli, Camillo, 1994, Industrial minerals in Angola and Mozambiqueﾗa multi-country approach, in Mathers, S.J., and Notholt, A.J.G., eds., Industrial minerals in developing countries: British Geological Survey and Association of Geoscientists for International Development (AGID) Report Series Geosciences in International Development 18, p. 135-144."
407,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
407,"resource","Hedrick, 1998","Hedrick, J.B., 1998, Rare earths: U.S. Geological Survey Minerals Yearbook 1997."
407,"resource","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
407,"general","Hedrick, 1999","Hedrick, J.B., 1999, Rare earths: U.S. Geological Survey Minerals Yearbook 1998."
407,"general","Griffiths, 1992","Griffiths, Joyce, 1992, Australian mineralsﾗDown under but not out: Industrial Minerals, no. 297, p. 17-35."
407,"location","Towner, 1992","Towner, R.R., 1992, International strategic minerals inventory summary reportﾗ Zirconium: U.S. Geological Survey Circular 930-L, 47 p."
407,"resource","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
407,"general","O'Driscoll, 1988","O'Driscoll, Mike, 1988, Rare earths--enter the dragon: Industrial Minerals, no. 254, p. 21-55."
407,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
408,"general","Anstett, 1986","Anstett, T.F., 1986, Availability of rare-earth, yttrium, and related thorium oxides - market economy countries: U.S. Bureau of Mines Information Circular 9111, 19 p."
408,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
408,"location","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
408,"resource","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
408,"general","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
409,"general","Christie and others, 2000","Christie, A.B., Douch, C.J., Winfield, B.J., and Thompson, B.N., 2000, New Zealand's industrial mineral potential: Industrial Minerals, v. 394, p. 66-77."
410,"resource","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
410,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
410,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
411,"location","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
411,"resource","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
411,"general","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
411,"general","Mertie, 1975","Mertie, J.B., Jr., 1975, Monazite placers in the southeastern Atlantic states: U.S. Geological Survey Bulletin 1390, 41 p."
411,"general","Towner, 1992","Towner, R.R., 1992, International strategic minerals inventory summary reportﾗ Zirconium: U.S. Geological Survey Circular 930-L, 47 p."
411,"general","Towner and others, 1988","Towner, R.R., Gray, J.M., and Porter, L.M., 1988, International strategic minerals inventory summary reportﾗ Titanium: U.S. Geological Survey Circular 930-G, 58 p."
412,"general","Azevedo Branco, 1984","Azevedo Branco, P.C. de, 1984, Principais dep�sitos minerais: Conceitos, methodologia e listagem, in Schobbenhaus, Carlos, Campos, D. de A., Derze, G.R., Asmus, H.E., eds., Geologia do Brasil; texto explicativo do mapa geol�gico do Brasil e da �rea oce�nica adjacente incluindo dep�sitos minerais: Brazil Divis�o de Geologia e Mineralogia, p. 359-419."
412,"location","Towner, 1992","Towner, R.R., 1992, International strategic minerals inventory summary reportﾗ Zirconium: U.S. Geological Survey Circular 930-L, 47 p."
412,"general","O'Driscoll, 1988","O'Driscoll, Mike, 1988, Rare earths--enter the dragon: Industrial Minerals, no. 254, p. 21-55."
412,"general","Overstreet, 1967","Overstreet, W.C., 1967 The geologic occurrence of monazite: U.S. Geological Survey Professional Paper 530, 327 p."
413,"general","Hedrick and Templeton, 1991","Hedrick, J.B., and Templeton, D.A., 1991, Rare-earth minerals and metals: U.S. Bureau of Mines Minerals Yearbook, 1989, p. 825-844."
413,"general","Overstreet, 1967","Overstreet, W.C., 1967 The geologic occurrence of monazite: U.S. Geological Survey Professional Paper 530, 327 p."
414,"resource","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
414,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
415,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
416,"general","Griffiths, 1992","Griffiths, Joyce, 1992, Australian mineralsﾗDown under but not out: Industrial Minerals, no. 297, p. 17-35."
417,"general","ESCAP and ABMRGG, 1988","Economic and Social Commission for Asia and the Pacific and Australian Bureau of Mineral Resources, Geology and Geophysics, 1988, Mineral sands in Asia and the Pacific: New York, United Nations, Mineral Concentrations and Hydrocarbon Accumulations in the ESCAP Region, v. 4, 129 p."
417,"general","Hedrick and Templeton, 1991","Hedrick, J.B., and Templeton, D.A., 1991, Rare-earth minerals and metals: U.S. Bureau of Mines Minerals Yearbook, 1989, p. 825-844."
418,"resource","Industrial Minerals, 2001","Industrial Minerals, 2001, Minsand property claims, in Mineral notes: no. 401, p. 73."
418,"general","Industrial Minerals, 2001","Industrial Minerals, 2001, Minsand property claims, in Mineral notes: no. 401, p. 73."
419,"general","ESCAP, 1990","Economic and Social Commission for Asia and the Pacific, 1990, Viet Nam: New York, United Nations, Atlas of Mineral Resources of the ESCAP Region, v. 6, 124 p."
420,"general","Hedrick and Templeton, 1991","Hedrick, J.B., and Templeton, D.A., 1991, Rare-earth minerals and metals: U.S. Bureau of Mines Minerals Yearbook, 1989, p. 825-844."
420,"general","Roskill, 1988","Roskill Information Services, 1988, The economics of rare earths & yttrium, 1994, seventh edition: London, Roskill Information Services, 359 p. + appendices."
421,"general","Anstett, 1986","Anstett, T.F., 1986, Availability of rare-earth, yttrium, and related thorium oxides - market economy countries: U.S. Bureau of Mines Information Circular 9111, 19 p."
421,"general","Castor, 1994","Castor, S.B., 1994, Rare earth minerals, in Carr, D.D., ed., Industrial minerals and rocks, 6th edition: Littleton, Colorardo, Society for Mining, Metallurgy, and Exploratin, Inc., p. 827-839."
421,"resource","Jackson and Christiansen, 1993","Jackson, W.D., and Christiansen, Grey, 1993, International strategic minerals inventory summary report-- Rare-earth oxides: U.S. Geological Survey Circular 930-N, 68 p."
421,"general","Hedrick and Templeton, 1991","Hedrick, J.B., and Templeton, D.A., 1991, Rare-earth minerals and metals: U.S. Bureau of Mines Minerals Yearbook, 1989, p. 825-844."
421,"general","Hedrick, 1998","Hedrick, J.B., 1998, Rare earths: U.S. Geological Survey Minerals Yearbook 1997."
421,"general","Overstreet, 1967","Overstreet, W.C., 1967 The geologic occurrence of monazite: U.S. Geological Survey Professional Paper 530, 327 p."
